번호                                                                                                                                       (01.6월 기준),주소
4316,서울특별시 강남구 강남대로 역삼동 837
4317,서울특별시 강남구 강남대로 역삼동 837
4318,서울특별시 강남구 강남대로 역삼동 86-
4319,서울특별시 강남구 강남대로 역삼동 86-
4320,서울특별시 강남구 강남대로 역삼동 86-0
4321,서울특별시 강남구 강남대로 역삼동 86-0
4322,서울특별시 강남구 강남대로 강남역 번출구 앞
4323,서울특별시 강남구 강남대로 강남역 번출구 앞
4324,서울특별시 강남구 테헤란로 강남역 1번출구 앞
4325,서울특별시 강남구 테헤란로 강남역 1번출구 앞
4326,서울특별시 강남구 테헤란로 역삼동 캠브리지빌딩 앞
4327,서울특별시 강남구 테헤란로 역삼동 캠브리지빌딩 앞
4328,서울특별시 강남구 테헤란로 역삼동 735
4329,서울특별시 강남구 테헤란로 역삼동 735
4330,서울특별시 강남구 테헤란로 역삼역 3번출구 앞
4331,서울특별시 강남구 테헤란로 역삼역 3번출구 앞
4332,서울특별시 강남구 테헤란로 역삼동 718-
4333,서울특별시 강남구 테헤란로 역삼동 718-
4334,서울특별시 강남구 테헤란로 역삼동 706-1
4335,서울특별시 강남구 테헤란로 역삼동 706-1
4336,서울특별시 강남구 테헤란로 역삼동 선릉역 4번출구 앞
4337,서울특별시 강남구 테헤란로 역삼동 선릉역 4번출구 앞
4338,서울특별시 강남구 테헤란로 대치동 선릉역 1번출구 방면
4339,서울특별시 강남구 테헤란로 대치동 선릉역 1번출구 방면
4340,서울특별시 강남구 테헤란로 대치동 890-6
4341,서울특별시 강남구 테헤란로 대치동 890-6
4342,서울특별시 강남구 테헤란로 대치동945-
4343,서울특별시 강남구 테헤란로 대치동945-
4344,서울특별시 강남구 테헤란로 대치동 997-4
4345,서울특별시 강남구 테헤란로 대치동 997-4
4346,서울특별시 강남구 테헤란로 대치동 998
4347,서울특별시 강남구 테헤란로 대치동 998
4348,서울특별시 강남구 테헤란로 삼성역 1번출구앞
4349,서울특별시 강남구 테헤란로 삼성역 1번출구앞
4350,서울특별시 강남구 테헤란로 테헤란로 43 DB금융센터빌딩
4351,서울특별시 강남구 테헤란로 테헤란로 43 DB금융센터빌딩
4352,서울특별시 강남구 테헤란로 대치동 89 포스코빌딩
4353,서울특별시 강남구 테헤란로 대치동 89 포스코빌딩
4354,서울특별시 강남구 테헤란로 대치동 89 포스코빌딩
4355,서울특별시 강남구 테헤란로 대치동 89 포스코빌딩
4356,서울특별시 강남구 테헤란로 504 해성1빌딩
4357,서울특별시 강남구 테헤란로 504 해성1빌딩
4358,서울특별시 강남구 테헤란로 510 루첸타워
4359,서울특별시 강남구 테헤란로 510 루첸타워
4360,서울특별시 강남구 역삼로 대치동 961
4361,서울특별시 강남구 역삼로 대치동 961
4362,서울특별시 강남구 역삼로 대치동 966-5
4363,서울특별시 강남구 역삼로 대치동 966-5
4364,서울특별시 강남구 역삼로 역삼동 개나리sk뷰아파트상가
4365,서울특별시 강남구 역삼로 역삼동 개나리sk뷰아파트상가
4366,서울특별시 강남구 도곡로 대치동 986-6
4367,서울특별시 강남구 도곡로 대치동 986-6
4368,서울특별시 강남구 도곡로 대치동 941-0
4369,서울특별시 강남구 도곡로 대치동 941-0
4370,서울특별시 강남구 도곡로 대치동 939-1
4371,서울특별시 강남구 도곡로 대치동 939-1
4372,서울특별시 강남구 도곡로 대치동 938-3
4373,서울특별시 강남구 도곡로 대치동 938-3
4374,서울특별시 강남구 도곡로 대치동 104-4
4375,서울특별시 강남구 도곡로 대치동 104-4
4376,서울특별시 강남구 도곡로 대치동 10-1
4377,서울특별시 강남구 도곡로 대치동 10-1
4378,서울특별시 강남구 도곡로 대치동 101-8
4379,서울특별시 강남구 도곡로 대치동 101-8
4380,서울특별시 강남구 도곡로 대치동 989-1
4381,서울특별시 강남구 도곡로 대치동 989-1
4382,서울특별시 강남구 도곡로 대치동 990-1
4383,서울특별시 강남구 도곡로 대치동 990-1
4384,서울특별시 강남구 도곡로 역삼동 한티역 7번출구 앞
4385,서울특별시 강남구 도곡로 역삼동 한티역 7번출구 앞
4386,서울특별시 강남구 도곡로 역삼동 래미안그레이트아파트
4387,서울특별시 강남구 도곡로 역삼동 래미안그레이트아파트
4388,서울특별시 강남구 도곡로 역삼동 785-15
4389,서울특별시 강남구 도곡로 역삼동 785-15
4390,서울특별시 강남구 도곡로 역삼동 788-3
4391,서울특별시 강남구 도곡로 역삼동 788-3
4392,서울특별시 강남구 도곡로 역삼동 799-1
4393,서울특별시 강남구 도곡로 역삼동 799-1
4394,서울특별시 강남구 도곡로 역삼동 839-17
4395,서울특별시 강남구 도곡로 역삼동 839-17
4396,서울특별시 강남구 도곡로 도곡동 943-
4397,서울특별시 강남구 도곡로 도곡동 943-
4398,서울특별시 강남구 도곡로 도곡동 545-7
4399,서울특별시 강남구 도곡로 도곡동 545-7
4400,서울특별시 강남구 도곡로 도곡동 543-5
4401,서울특별시 강남구 도곡로 도곡동 543-5
4402,서울특별시 강남구 도곡로 도곡동 래미안그레이트아파트
4403,서울특별시 강남구 도곡로 도곡동 래미안그레이트아파트
4404,서울특별시 강남구 도곡로 대치동940-3 다이소매장앞
4405,서울특별시 강남구 도곡로 대치동940-3 다이소매장앞
4406,서울특별시 강남구 도곡로 한티역3번출구앞
4407,서울특별시 강남구 도곡로 한티역3번출구앞
4408,서울특별시 강남구 남부순환로 대치동 은마아파트 동 앞
4409,서울특별시 강남구 남부순환로 대치동 은마아파트 동 앞
4410,서울특별시 강남구 남부순환로 대치동 605
4411,서울특별시 강남구 남부순환로 대치동 605
4412,서울특별시 강남구 남부순환로 대치동 69
4413,서울특별시 강남구 남부순환로 대치동 69
4414,서울특별시 강남구 남부순환로 대치동 651
4415,서울특별시 강남구 남부순환로 대치동 651
4416,서울특별시 강남구 남부순환로 도곡동 도곡역 번출구
4417,서울특별시 강남구 남부순환로 도곡동 도곡역 번출구
4418,서울특별시 강남구 남부순환로 대치동 그랑프리상가
4419,서울특별시 강남구 남부순환로 대치동 그랑프리상가
4420,서울특별시 강남구 남부순환로 대치역 7번출구
4421,서울특별시 강남구 남부순환로 대치역 7번출구
4422,서울특별시 강남구 남부순환로 대치동 미도아파트 01동 앞
4423,서울특별시 강남구 남부순환로 대치동 미도아파트 01동 앞
4424,서울특별시 강남구 남부순환로 대치동 학여울역 1번출구 앞
4425,서울특별시 강남구 남부순환로 대치동 학여울역 1번출구 앞
4426,서울특별시 강남구 남부순환로 도곡동 숙명여고 앞
4427,서울특별시 강남구 남부순환로 도곡동 숙명여고 앞
4428,서울특별시 강남구 남부순환로 도곡동 매봉역 번출구 앞
4429,서울특별시 강남구 남부순환로 도곡동 매봉역 번출구 앞
4430,서울특별시 강남구 남부순환로 도곡동 180-13
4431,서울특별시 강남구 남부순환로 도곡동 180-13
4432,서울특별시 강남구 남부순환로 도곡동 411-0
4433,서울특별시 강남구 남부순환로 도곡동 411-0
4434,서울특별시 강남구 남부순환로 도곡동 463
4435,서울특별시 강남구 남부순환로 도곡동 463
4436,서울특별시 강남구 남부순환로 도곡동 개포한신아파트 앞
4437,서울특별시 강남구 남부순환로 도곡동 개포한신아파트 앞
4438,서울특별시 강남구 남부순환로 도곡역 4번출구 앞
4439,서울특별시 강남구 남부순환로 도곡역 4번출구 앞
4440,서울특별시 강남구 남부순환로 개포1.차 우성아파트 9동앞
4441,서울특별시 강남구 남부순환로 개포1.차 우성아파트 9동앞
4442,서울특별시 강남구 영동대로 대치동 1009-5
4443,서울특별시 강남구 영동대로 대치동 1009-5
4444,서울특별시 강남구 영동대로 대치동 1008-3
4445,서울특별시 강남구 영동대로 대치동 1008-3
4446,서울특별시 강남구 영동대로 대치동 1007
4447,서울특별시 강남구 영동대로 대치동 1007
4448,서울특별시 강남구 영동대로 대치동 1001
4449,서울특별시 강남구 영동대로 대치동 1001
4450,서울특별시 강남구 영동대로 대치동 995-9
4451,서울특별시 강남구 영동대로 대치동 995-9
4452,서울특별시 강남구 영동대로 대치동 946-11
4453,서울특별시 강남구 영동대로 대치동 946-11
4454,서울특별시 강남구 영동대로 대치동 947-7
4455,서울특별시 강남구 영동대로 대치동 947-7
4456,서울특별시 강남구 영동대로 대치동 949-11
4457,서울특별시 강남구 영동대로 대치동 949-11
4458,서울특별시 강남구 영동대로 대치동 983-8
4459,서울특별시 강남구 영동대로 대치동 983-8
4460,서울특별시 강남구 영동대로 대치동 984-4
4461,서울특별시 강남구 영동대로 대치동 984-4
4462,서울특별시 강남구 영동대로 대치동 984-6
4463,서울특별시 강남구 영동대로 대치동 984-6
4464,서울특별시 강남구 영동대로 대치동 50-8
4465,서울특별시 강남구 영동대로 대치동 50-8
4466,서울특별시 강남구 영동대로 대치동 쌍용아파트
4467,서울특별시 강남구 영동대로 대치동 쌍용아파트
4468,서울특별시 강남구 영동대로 대치동 우성아파트
4469,서울특별시 강남구 영동대로 대치동 우성아파트
4470,서울특별시 강남구 영동대로 대치동 993-
4471,서울특별시 강남구 영동대로 대치동 993-
4472,서울특별시 강남구 영동대로 대치동 994-16
4473,서울특별시 강남구 영동대로 대치동 994-16
4474,서울특별시 강남구 영동대로 대치동 은마아파트 정상어학원 앞
4475,서울특별시 강남구 영동대로 대치동 은마아파트 정상어학원 앞
4476,서울특별시 강남구 영동대로 대치동 은마아파트 강남나무병원 앞
4477,서울특별시 강남구 영동대로 대치동 은마아파트 강남나무병원 앞
4478,서울특별시 강남구 영동대로 대치동 994-8
4479,서울특별시 강남구 영동대로 대치동 994-8
4480,서울특별시 강남구 영동대로 대치동 994-10 스타벅스 앞
4481,서울특별시 강남구 영동대로 대치동 994-10 스타벅스 앞
4482,서울특별시 강남구 영동대로 은마아파트 1동앞
4483,서울특별시 강남구 영동대로 은마아파트 1동앞
4484,서울특별시 강남구 삼성로 대치동 은마아파트 상가앞
4485,서울특별시 강남구 삼성로 대치동 은마아파트 상가앞
4486,서울특별시 강남구 삼성로 대치동 100
4487,서울특별시 강남구 삼성로 대치동 100
4488,서울특별시 강남구 삼성로 대치동 988-14
4489,서울특별시 강남구 삼성로 대치동 988-14
4490,서울특별시 강남구 삼성로 대치동 974-1
4491,서울특별시 강남구 삼성로 대치동 974-1
4492,서울특별시 강남구 삼성로 대치동 96-1
4493,서울특별시 강남구 삼성로 대치동 96-1
4494,서울특별시 강남구 삼성로 대치동 960-4
4495,서울특별시 강남구 삼성로 대치동 960-4
4496,서울특별시 강남구 삼성로 대치동 957-13
4497,서울특별시 강남구 삼성로 대치동 957-13
4498,서울특별시 강남구 삼성로 대치동 903-9
4499,서울특별시 강남구 삼성로 대치동 903-9
4500,서울특별시 강남구 삼성로 대치동 913-16
4501,서울특별시 강남구 삼성로 대치동 913-16
4502,서울특별시 강남구 삼성로 대치동 1019-14
4503,서울특별시 강남구 삼성로 대치동 1019-14
4504,서울특별시 강남구 삼성로 대치동 한티근린공원
4505,서울특별시 강남구 삼성로 대치동 한티근린공원
4506,서울특별시 강남구 삼성로 대치동 한티근린공원
4507,서울특별시 강남구 삼성로 대치동 한티근린공원
4508,서울특별시 강남구 선릉로 대치동 897
4509,서울특별시 강남구 선릉로 대치동 897
4510,서울특별시 강남구 선릉로 대치동 889-33
4511,서울특별시 강남구 선릉로 대치동 889-33
4512,서울특별시 강남구 선릉로 진선여고사거리
4513,서울특별시 강남구 선릉로 진선여고사거리
4514,서울특별시 강남구 선릉로 역삼동 대림e편한세상
4515,서울특별시 강남구 선릉로 역삼동 대림e편한세상
4516,서울특별시 강남구 선릉로 도곡동 106-1
4517,서울특별시 강남구 선릉로 도곡동 106-1
4518,서울특별시 강남구 선릉로 도곡동 91
4519,서울특별시 강남구 선릉로 도곡동 91
4520,서울특별시 강남구 선릉로 06 대치동부센트레빌 101동 앞
4521,서울특별시 강남구 선릉로 06 대치동부센트레빌 101동 앞
4522,서울특별시 강남구 언주로 역삼동 래미안그레이트아파트
4523,서울특별시 강남구 언주로 역삼동 래미안그레이트아파트
4524,서울특별시 강남구 언주로 대림역삼아파트 앞
4525,서울특별시 강남구 언주로 대림역삼아파트 앞
4526,서울특별시 강남구 언주로 역삼동 래미안개나리 103동 앞
4527,서울특별시 강남구 언주로 역삼동 래미안개나리 103동 앞
4528,서울특별시 강남구 언주로 역삼동 역삼자이아파트103동 앞
4529,서울특별시 강남구 언주로 역삼동 역삼자이아파트103동 앞
4530,서울특별시 강남구 언주로 역삼동 도곡지구대
4531,서울특별시 강남구 언주로 역삼동 도곡지구대
4532,서울특별시 강남구 논현로 역삼동 734-17
4533,서울특별시 강남구 논현로 역삼동 734-17
4534,서울특별시 강남구 논현로 역삼동 역삼역 1번출구
4535,서울특별시 강남구 논현로 역삼동 역삼역 1번출구
4536,서울특별시 강남구 개포로 일원동 71-1
4537,서울특별시 강남구 개포로 일원동 71-1
4538,서울특별시 강남구 개포로 일원동 643-5
4539,서울특별시 강남구 개포로 일원동 643-5
4540,서울특별시 강남구 개포로 대청역 3번출구 앞
4541,서울특별시 강남구 개포로 대청역 3번출구 앞
4542,서울특별시 강남구 개포로 대청역 6번출구 앞
4543,서울특별시 강남구 개포로 대청역 6번출구 앞
4544,서울특별시 강남구 개포로 개포동 183
4545,서울특별시 강남구 개포로 개포동 183
4546,서울특별시 강남구 개포로 개포동 개포주공 6단지
4547,서울특별시 강남구 개포로 개포동 개포주공 6단지
4548,서울특별시 강남구 개포로 개포동 18-1
4549,서울특별시 강남구 개포로 개포동 18-1
4550,서울특별시 강남구 개포로 개포동 186
4551,서울특별시 강남구 개포로 개포동 186
4552,서울특별시 강남구 개포로 개포동역 1번출구
4553,서울특별시 강남구 개포로 개포동역 1번출구
4554,서울특별시 강남구 개포로 개포동 개포주공 1단지
4555,서울특별시 강남구 개포로 개포동 개포주공 1단지
4556,서울특별시 강남구 개포로 개포동 655-3
4557,서울특별시 강남구 개포로 개포동 655-3
4558,서울특별시 강남구 개포로 개포동 달터공원
4559,서울특별시 강남구 개포로 개포동 달터공원
4560,서울특별시 강남구 개포로 개포동 개포지구대
4561,서울특별시 강남구 개포로 개포동 개포지구대
4562,서울특별시 강남구 개포로 개포동 131-1
4563,서울특별시 강남구 개포로 개포동 131-1
4564,서울특별시 강남구 개포로 개포동 그린공원
4565,서울특별시 강남구 개포로 개포동 그린공원
4566,서울특별시 강남구 개포로 개포동 139-19
4567,서울특별시 강남구 개포로 개포동 139-19
4568,서울특별시 강남구 개포로 개포동 146-
4569,서울특별시 강남구 개포로 개포동 146-
4570,서울특별시 강남구 영동대로 개포동 대모산역 번출구
4571,서울특별시 강남구 영동대로 개포동 대모산역 번출구
4572,서울특별시 강남구 영동대로 개포동 대모산역 7번출구
4573,서울특별시 강남구 영동대로 개포동 대모산역 7번출구
4574,서울특별시 강남구 영동대로 개포동 주공7단지
4575,서울특별시 강남구 영동대로 개포동 주공7단지
4576,서울특별시 강남구 영동대로 일원동 주공9단지
4577,서울특별시 강남구 영동대로 일원동 주공9단지
4578,서울특별시 강남구 영동대로 일원동 613
4579,서울특별시 강남구 영동대로 일원동 613
4580,서울특별시 강남구 영동대로 일원동 대모산역
4581,서울특별시 강남구 영동대로 일원동 대모산역
4582,서울특별시 강남구 영동대로 일원동 대치아파트
4583,서울특별시 강남구 영동대로 일원동 대치아파트
4584,서울특별시 강남구 삼성로 대치동 선경아파트
4585,서울특별시 강남구 삼성로 대치동 선경아파트
4586,서울특별시 강남구 삼성로 개포동 개포동역 7번출구
4587,서울특별시 강남구 삼성로 개포동 개포동역 7번출구
4588,서울특별시 강남구 삼성로 개포동 15
4589,서울특별시 강남구 삼성로 개포동 15
4590,서울특별시 강남구 삼성로 개포동 개포3단지
4591,서울특별시 강남구 삼성로 개포동 개포3단지
4592,서울특별시 강남구 삼성로 개포동 주공4단지
4593,서울특별시 강남구 삼성로 개포동 주공4단지
4594,서울특별시 강남구 삼성로 개포동 주공5단지
4595,서울특별시 강남구 삼성로 개포동 주공5단지
4596,서울특별시 강남구 삼성로 개포동 186-
4597,서울특별시 강남구 삼성로 개포동 186-
4598,서울특별시 강남구 삼성로 대치동 미도아파트
4599,서울특별시 강남구 삼성로 대치동 미도아파트
4600,서울특별시 강남구 삼성로 선경아파트 5동앞
4601,서울특별시 강남구 삼성로 선경아파트 5동앞
4602,서울특별시 강남구 선릉로 도곡동 타워팰리스 F동 앞
4603,서울특별시 강남구 선릉로 도곡동 타워팰리스 F동 앞
4604,서울특별시 강남구 선릉로 개포동 650 구룡중학교 앞
4605,서울특별시 강남구 선릉로 개포동 650 구룡중학교 앞
4606,서울특별시 강남구 선릉로 개포동 주공1단지(3동 앞)
4607,서울특별시 강남구 선릉로 개포동 주공1단지(3동 앞)
4608,서울특별시 강남구 선릉로 개포동 주공1단지(17동 앞)
4609,서울특별시 강남구 선릉로 개포동 주공1단지(17동 앞)
4610,서울특별시 강남구 선릉로 개포동 래미안블레스티지 3동 앞
4611,서울특별시 강남구 선릉로 개포동 래미안블레스티지 3동 앞
4612,서울특별시 강남구 선릉로 개포동 개포연금매장 앞
4613,서울특별시 강남구 선릉로 개포동 개포연금매장 앞
4614,서울특별시 강남구 선릉로 개포동 주공1단지 13동앞
4615,서울특별시 강남구 선릉로 개포동 주공1단지 13동앞
4616,서울특별시 강남구 언주로 개포동 개포래미안포레스트 106동 앞
4617,서울특별시 강남구 언주로 개포동 개포래미안포레스트 106동 앞
4618,서울특별시 강남구 언주로 개포동 주공1단지 55동 앞
4619,서울특별시 강남구 언주로 개포동 주공1단지 55동 앞
4620,서울특별시 강남구 언주로 개포동 개포1단지(8동 앞)
4621,서울특별시 강남구 언주로 개포동 개포1단지(8동 앞)
4622,서울특별시 강남구 언주로 개포동 경남아파트 상가 앞
4623,서울특별시 강남구 언주로 개포동 경남아파트 상가 앞
4624,서울특별시 강남구 언주로 도곡동 467-18
4625,서울특별시 강남구 언주로 도곡동 467-18
4626,서울특별시 강남구 논현로 개포동 1194-6
4627,서울특별시 강남구 논현로 개포동 1194-6
4628,서울특별시 강남구 논현로 개포동 19-4
4629,서울특별시 강남구 논현로 개포동 19-4
4630,서울특별시 강남구 벚꽃길 도곡동 518-10
4631,서울특별시 강남구 벚꽃길 도곡동 518-10
4632,서울특별시 강남구 매봉길 도곡동 459-4
4633,서울특별시 강남구 매봉길 도곡동 459-4
4634,서울특별시 강남구 일원동길 일원본동 일원역 6번 출구
4635,서울특별시 강남구 일원동길 일원본동 일원역 6번 출구
4636,서울특별시 강남구 일원동길 일원동 현대아파트
4637,서울특별시 강남구 일원동길 일원동 현대아파트
4638,서울특별시 강남구 일원동길 일원동 대청역
4639,서울특별시 강남구 일원동길 일원동 대청역
4640,서울특별시 강남구 일원동길 일원역 1번출구
4641,서울특별시 강남구 일원동길 일원역 1번출구
4642,서울특별시 강남구 일원동길 일원동 삼성의료원 정문
4643,서울특별시 강남구 일원동길 일원동 삼성의료원 정문
4644,서울특별시 강남구 일원동길 일원동 617 영희초등학교
4645,서울특별시 강남구 일원동길 일원동 617 영희초등학교
4646,서울특별시 강남구 일원동길 대청역 4번출구 중동고교
4647,서울특별시 강남구 일원동길 대청역 4번출구 중동고교
4648,서울특별시 강남구 광평로 수서역 1번출구 엘리베이터 앞
4649,서울특별시 강남구 광평로 수서역 1번출구 엘리베이터 앞
4650,서울특별시 강남구 광평로 수서동 북주차장
4651,서울특별시 강남구 광평로 수서동 북주차장
4652,서울특별시 강남구 광평로 수서동 수서동익아파트
4653,서울특별시 강남구 광평로 수서동 수서동익아파트
4654,서울특별시 강남구 광평로 일원본동 일원역 3번출구
4655,서울특별시 강남구 광평로 일원본동 일원역 3번출구
4656,서울특별시 강남구 광평로 일원본동 푸른마을아파트
4657,서울특별시 강남구 광평로 일원본동 푸른마을아파트
4658,서울특별시 강남구 광평로 일원본동 731
4659,서울특별시 강남구 광평로 일원본동 731
4660,서울특별시 강남구 광평로 일원본동 일원역 5번출구
4661,서울특별시 강남구 광평로 일원본동 일원역 5번출구
4662,서울특별시 강남구 광평로 수서동 74
4663,서울특별시 강남구 광평로 수서동 74
4664,서울특별시 강남구 밤고개길 수서동 수서역
4665,서울특별시 강남구 밤고개길 수서동 수서역
4666,서울특별시 강남구 밤고개길 세곡동 주민센터
4667,서울특별시 강남구 밤고개길 세곡동 주민센터
4668,서울특별시 강남구 밤고개길 세곡동사거리
4669,서울특별시 강남구 밤고개길 세곡동사거리
4670,서울특별시 강남구 밤고개길(헌릉로) 세곡동 리엔파크 앞
4671,서울특별시 강남구 밤고개길(헌릉로) 세곡동 리엔파크 앞
4672,서울특별시 강남구 밤고개길(헌릉로) 세곡동 대왕초교 앞
4673,서울특별시 강남구 밤고개길(헌릉로) 세곡동 대왕초교 앞
4674,서울특별시 강남구 밤고개길(헌릉로) 세곡동사거리(해병초소 앞)
4675,서울특별시 강남구 밤고개길(헌릉로) 세곡동사거리(해병초소 앞)
4676,서울특별시 강남구 밤고개길 수서역 5번출구
4677,서울특별시 강남구 밤고개길 수서역 5번출구
4678,서울특별시 강남구 밤고개길 수서동 삼익아파트 401동 앞
4679,서울특별시 강남구 밤고개길 수서동 삼익아파트 401동 앞
4680,서울특별시 강남구 개원길 개포6단지
4681,서울특별시 강남구 개원길 개포6단지
4682,서울특별시 강남구 개원길 개포시립도서관 앞
4683,서울특별시 강남구 개원길 개포시립도서관 앞
4684,서울특별시 강남구 포이길 개포동 개포래미안포레스트 1동 앞
4685,서울특별시 강남구 포이길 개포동 개포래미안포레스트 1동 앞
4686,서울특별시 강남구 포이길 개포동 73 포이초등학교 앞
4687,서울특별시 강남구 포이길 개포동 73 포이초등학교 앞
4688,서울특별시 강남구 포이길 개포동 7 국악고등학교 앞
4689,서울특별시 강남구 포이길 개포동 7 국악고등학교 앞
4690,서울특별시 강남구 논현로 역삼동747-4
4691,서울특별시 강남구 논현로 역삼동747-4
4692,서울특별시 강남구 자곡로 LH푸르지오 01동 정류장
4693,서울특별시 강남구 자곡로 LH푸르지오 01동 정류장
4694,서울특별시 강남구 자곡로 LH푸르지오 01동 건너편 정류장
4695,서울특별시 강남구 자곡로 LH푸르지오 01동 건너편 정류장
4696,서울특별시 강남구 자곡로 세곡중학교 314주변 정류장
4697,서울특별시 강남구 자곡로 세곡중학교 314주변 정류장
4698,서울특별시 강남구 자곡로 세곡중학교건너편 공원앞 정류장
4699,서울특별시 강남구 자곡로 세곡중학교건너편 공원앞 정류장
4700,서울특별시 강남구 자곡로 LH강남힐즈테이트 505동옆
4701,서울특별시 강남구 자곡로 LH강남힐즈테이트 505동옆
4702,서울특별시 강남구 자곡로 래미안강남힐즈
4703,서울특별시 강남구 자곡로 래미안강남힐즈
4704,서울특별시 강남구 자곡로 못골마을
4705,서울특별시 강남구 자곡로 못골마을
4706,서울특별시 강남구 자곡로 한양수자원아파트 건너편 3-393
4707,서울특별시 강남구 자곡로 한양수자원아파트 건너편 3-393
4708,서울특별시 강남구 자곡로 한양수자원아파트 
4709,서울특별시 강남구 자곡로 한양수자원아파트 
4710,서울특별시 강남구 밤고개길 대왕파출소 앞
4711,서울특별시 강남구 밤고개길 대왕파출소 앞
4712,서울특별시 강남구 밤고개길 수서역 SRT 안쪽
4713,서울특별시 강남구 밤고개길 수서역 SRT 안쪽
4714,서울특별시 강남구 헌릉로길 세곡동 은곡마을 상업지구
4715,서울특별시 강남구 헌릉로길 세곡동 은곡마을 상업지구
4716,서울특별시 강남구 양재대로 삼성병원 견너편
4717,서울특별시 강남구 양재대로 삼성병원 견너편
4718,서울특별시 강남구 헌릉로길 리엔파크 구립행복요양병원 앞
4719,서울특별시 강남구 헌릉로길 리엔파크 구립행복요양병원 앞
4720,"서울특별시 강남구 역삼로 휘문중,고등학교"
4721,"서울특별시 강남구 역삼로 휘문중,고등학교"
4722,서울특별시 송파구 잠실로 롯데호텔 공항버스정류장 옆
4723,서울특별시 송파구 올림픽로 롯데마트 주차장 출구 앞
4724,서울특별시 송파구 올림픽로 잠실새내역 8번출구 뒤
4725,서울특별시 송파구 올림픽로 잠실역 5번출구 앞
4726,서울특별시 송파구 송파대로 잠실역 6번출구 앞
4727,서울특별시 송파구 송파대로 잠실역.잠실대교.남단(4-00)
4728,서울특별시 송파구 송파대로 잠실역.잠실대교.남단(4-00)
4729,서울특별시 송파구 올림픽로 잠실역.롯데월드(4-138)
4730,서울특별시 송파구 올림픽로 잠실엘스아파트앞(4-14)
4731,서울특별시 송파구 올림픽로 잠실엘스아파트앞(4-14)
4732,서울특별시 송파구 석촌호수로 잠실새내역 6번출구 앞
4733,서울특별시 송파구 삼학사로 배명중고교(4-184)
4734,서울특별시 송파구 송파대로 석촌호수.한솔병원(4-004)
4735,서울특별시 송파구 송파대로 석촌역(4-006)
4736,서울특별시 송파구 송파대로 송파역(4-008)
4737,서울특별시 송파구 올림픽로 잠실종합운동장(4-154)
4738,서울특별시 송파구 올림픽로 잠실종합운동장(4-154)
4739,서울특별시 송파구 올림픽로 종합운동장역 5번출구 앞
4740,서울특별시 송파구 올림픽로 종합운동장역 5번출구 앞
4741,서울특별시 송파구 삼학사로 배명고등학교 과학관 앞
4742,서울특별시 송파구 올림픽로 올림픽로 118 앞
4743,서울특별시 송파구 석촌호수로 잠실119안전센터(4-171)
4744,서울특별시 송파구 올림픽로 종합운동장사거리(4-157)
4745,서울특별시 송파구 올림픽로 종합운동장사거리(4-143)
4746,서울특별시 송파구 백제고분로 아시아선수촌아파트(4-155)
4747,서울특별시 송파구 도곡로 아주중학교(4-156)
4748,서울특별시 송파구 백제고분로 잠실우성4차현대아파트(4-161)
4749,서울특별시 송파구 석촌호수로 잠실새내역앞(4-458)
4750,서울특별시 송파구 백제고분로 백제고분로 84 앞
4751,서울특별시 송파구 올림픽로 잠실트리지움 346동 앞
4752,서울특별시 송파구 백제고분로 백제고분로 04 앞
4753,서울특별시 송파구 올림픽로 잠실새내역 4번출구 앞
4754,서울특별시 송파구 오금로 구 KT 건물 앞
4755,서울특별시 송파구 올림픽로 잠실역1번.11번출구(4-134)
4756,서울특별시 송파구 올림픽로 잠실역1번.11번출구(4-134)
4757,서울특별시 송파구 오금로 오금로 95 앞
4758,서울특별시 송파구 오금로 방이삼거리(석촌호수 동호) 앞
4759,서울특별시 송파구 백제고분로 송파나루역 1번출구 앞
4760,서울특별시 송파구 오금로 방이동 고분군사거리(오금로 04) 앞
4761,서울특별시 송파구 양재대로 올림픽공원역 1번출구 앞
4762,서울특별시 송파구 양재대로 올림픽공원역 1번출구 앞
4763,서울특별시 송파구 양재대로 올림픽공원역 4번출구 뒤
4764,서울특별시 송파구 양재대로 올림픽공원테니스장(4-46)
4765,서울특별시 송파구 위례성대로 올림픽공원장미광장(4-39)
4766,서울특별시 송파구 위례성대로 한성백제역 번출구 옆
4767,서울특별시 송파구 위례성대로 몽촌토성역.한성백제역(4-41)
4768,서울특별시 송파구 위례성대로 몽촌토성역.한성백제역(4-41)
4769,서울특별시 송파구 올림픽로 올림픽회관(4-31)
4770,서울특별시 송파구 올림픽로 강동구청역 4번 출구 앞
4771,서울특별시 송파구 올림픽로 풍납동극동.쌍용아파트(4-110)
4772,서울특별시 송파구 올림픽로 잠실나루역사거리(파크리오101동) 앞
4773,서울특별시 송파구 올림픽로 잠실나루역사거리(더샵스타리버) 앞
4774,서울특별시 송파구 올림픽로 잠실나루역사거리(장미3차맨션) 앞
4775,서울특별시 송파구 올림픽로 잠실나루역 1번출구 옆
4776,서울특별시 송파구 올림픽로 잠실나루역 번출구 옆
4777,서울특별시 송파구 올림픽로 장미1차아파트 입구
4778,서울특별시 송파구 송파대로 잠실역.잠실대교.남단(4-001)
4779,서울특별시 송파구 송파대로 잠실역.롯데월드몰(4-017)
4780,서울특별시 송파구 올림픽로 잠실역 9번출구(4-135)
4781,서울특별시 송파구 올림픽로 잠실역 8번출구 앞
